,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
274,275,S468867,student,undergraduate,Computer Science,Assessment Assistant,summarization,2,19,21,73,7,"I adopted the Assessment Assistant for summarization in Computer Science at the undergraduate level; it kept me engaged with key goals . — Feeling anticipation, I finished tasks faster than usual and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note eb4d7a)",positive,0.452,0.752,anticipation,60,75,15,2,5,0,2,3,4,5,4,3,2,0,6/5/2023 15:52
275,276,S811339,student,K-12,Physics,Concept Mapper,concept explanation,3,39,4,95,12,"I adopted the Concept Mapper for concept explanation in Physics at the K-12 level; it guided my practice for key goals moderately. – Feeling joy, students made fewer mistakes and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note de041e)",positive,0.912,0.473,joy,61,75,14,2,3,8,5,3,4,3,4,3,2,0,2/13/2024 11:08
276,277,S399532,student,K-12,Law,LLM Assistant,exam revision,3,28,18,33,9,"I regularly use the LLM Assistant for exam revision in Law at the K-12 level; it kept me engaged with key goals significantly. – Feeling anticipation, study sessions were more focused and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note d6c463)",positive,0.531,0.537,anticipation,68,93,25,1,4,5,4,5,4,5,4,2,2,0,1/21/2023 11:56
277,278,S692760,student,undergraduate,Biology,LLM Assistant,quiz practice,2,24,29,64,1,"For my class I relied on the LLM Assistant for quiz practice in Biology at the undergraduate level; it gave me better feedback about key goals significantly. Feeling anxiety, it added extra steps and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is negative, significantly optimistic. (note 11d761)",negative,-0.678,0.911,anxiety,92,96,4,3,4,4,3,3,2,2,3,5,5,0,10/10/2023 11:20
278,279,S944708,student,K-12,Biology,Code Copilot,proofreading,3,34,4,56,9,"I regularly use the Code Copilot for proofreading in Biology at the K-12 level; it kept me engaged with key goals noticeably. – Feeling optimism, I felt more motivated and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 2abc6b)",positive,0.291,0.886,optimism,70,90,20,2,4,6,5,4,4,4,5,2,4,0,4/20/2023 4:54
279,280,S504497,student,K-12,Sociology,AI Writing Helper,exam revision,2,26,3,55,0,"Recently I explored the AI Writing Helper for exam revision in Sociology at the K-12 level; it made it easier to understand key goals significantly. — Feeling optimism, I observed improved strategies and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, moderately optimistic. (note e475fc)",positive,0.229,0.428,optimism,78,85,7,2,3,3,4,3,4,5,5,4,3,0,1/23/2023 11:11
280,281,S307651,student,K-12,Art and Design,Assessment Assistant,quiz practice,1,29,27,40,13,"Recently I explored the Assessment Assistant for quiz practice in Art and Design at the K-12 level; it clarified key goals noticeably.Feeling optimism, study sessions were more focused and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note c31339)",positive,0.535,0.642,optimism,64,61,-3,2,4,9,5,4,2,2,3,2,2,1,6/29/2023 5:39
281,282,S673915,student,undergraduate,Psychology,LLM Assistant,language translation,2,31,26,25,3,"I regularly use the LLM Assistant for language translation in Psychology at the undergraduate level; it kept me engaged with key goals moderately. Feeling joy, my class outcomes improved and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note e282ae)",positive,0.651,0.568,joy,64,74,10,1,5,9,4,2,4,3,4,3,3,0,6/1/2023 1:38
282,283,S104824,student,undergraduate,Law,Speech Coach,brainstorming,3,21,19,12,10,"I briefly used the Speech Coach for brainstorming in Law at the undergraduate level; it guided my practice for key goals slightly.  Feeling anger, it distracted from core skills and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is negative, noticeably optimistic. (note 206ceb)",negative,-0.639,0.801,anger,63,80,17,2,1,11,2,2,3,4,4,4,4,0,2/23/2024 11:23
283,284,S321206,student,undergraduate,Engineering,Concept Mapper,brainstorming,3,21,14,53,7,"Recently I explored the Concept Mapper for brainstorming in Engineering at the undergraduate level; it guided my practice for key goals slightly.Feeling anger, it distracted from core skills and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 797bc9)",negative,-0.711,0.841,anger,81,72,-9,3,2,11,2,2,3,2,2,3,3,0,9/17/2024 11:29
284,285,S898020,student,K-12,Physics,Explainability Bot,exam revision,1,21,13,42,2,"I adopted the Explainability Bot for exam revision in Physics at the K-12 level; it reduced my effort on key goals significantly.  Feeling joy, I observed improved strategies and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 968889)",positive,0.265,0.789,joy,79,92,13,2,2,8,4,4,4,4,5,2,2,0,10/11/2023 3:52
285,286,S617845,student,graduate,Biology,Code Copilot,summarization,3,24,21,72,13,"I evaluated the Code Copilot for summarization in Biology at the graduate level; it guided my practice for key goals noticeably. – Feeling anticipation, I noticed little difference and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note de1ba3)",neutral,0.056,0.303,anticipation,79,83,4,2,2,10,3,2,2,4,2,1,4,0,5/27/2024 17:59
286,287,S831244,student,undergraduate,Computer Science,LLM Assistant,writing feedback,3,31,23,65,9,"I evaluated the LLM Assistant for writing feedback in Computer Science at the undergraduate level; it improved my confidence with key goals significantly.Feeling anger, I worried about accuracy and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 958047)",negative,-0.91,0.945,anger,66,64,-2,1,1,8,3,3,2,3,2,4,4,0,5/15/2023 12:00
287,288,S992751,student,undergraduate,Law,LLM Assistant,proofreading,1,18,20,85,15,"Recently I explored the LLM Assistant for proofreading in Law at the undergraduate level; it made it easier to understand key goals slightly. Feeling anticipation, my class outcomes improved and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 866f49)",positive,0.857,0.44,anticipation,63,77,14,2,3,8,5,3,5,4,3,5,2,0,9/15/2024 6:19
288,289,S333964,student,undergraduate,Engineering,Code Copilot,concept explanation,2,20,25,8,9,"I evaluated the Code Copilot for concept explanation in Engineering at the undergraduate level; it kept me engaged with key goals significantly.  Feeling joy, I observed improved strategies and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 5e9205)",positive,0.366,0.853,joy,43,64,21,4,4,4,5,5,4,4,5,1,2,0,3/6/2023 21:31
289,290,S880901,student,K-12,Sociology,Curriculum Planner,language translation,2,26,24,53,3,"I evaluated the Curriculum Planner for language translation in Sociology at the K-12 level; it clarified key goals noticeably. — Feeling fear, it added extra steps and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 36437e)",negative,-0.258,0.572,fear,46,47,1,3,4,8,1,3,2,4,2,4,4,0,7/21/2024 10:51
290,291,S680947,student,undergraduate,Psychology,Quiz Generator,writing feedback,4,25,34,77,3,"I adopted the Quiz Generator for writing feedback in Psychology at the undergraduate level; it streamlined my work on key goals considerably.  Feeling joy, study sessions were more focused and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, considerably optimistic. (note 7ce889)",positive,0.476,0.88,joy,65,83,18,3,3,7,3,3,5,3,4,3,1,0,5/24/2023 17:01
291,292,S433278,student,K-12,Computer Science,Explainability Bot,language translation,0,29,14,50,12,"In this course I tested the Explainability Bot for language translation in Computer Science at the K-12 level; it guided my practice for key goals slightly. — Feeling anticipation, the impact was modest and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is neutral,  optimistic. (note 77e7c0)",neutral,-0.004,0.665,anticipation,62,67,5,2,1,12,4,3,4,2,2,2,3,0,6/29/2023 12:17
292,293,S110319,student,K-12,Computer Science,Code Copilot,note organization,2,27,14,60,9,"In this course I tested the Code Copilot for note organization in Computer Science at the K-12 level; it guided my practice for key goals significantly.  Feeling joy, I finished tasks faster than usual and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, noticeably optimistic. (note 479226)",positive,0.765,0.519,joy,71,85,14,2,2,1,4,3,4,4,4,3,3,0,10/21/2023 3:26
293,294,S696088,student,undergraduate,Business,Assessment Assistant,quiz practice,1,28,24,70,12,"In this course I tested the Assessment Assistant for quiz practice in Business at the undergraduate level; it made it easier to understand key goals . – Feeling fear, I worried about accuracy and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 934aa7)",negative,-0.94,0.591,fear,62,63,1,4,3,7,4,2,3,3,2,5,4,0,8/18/2023 3:28
294,295,S831306,student,K-12,Psychology,Assessment Assistant,summarization,4,20,17,55,10,"I tried the Assessment Assistant for summarization in Psychology at the K-12 level; it reduced my effort on key goals .  Feeling anger, it distracted from core skills and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is negative, noticeably optimistic. (note cbdf26)",negative,-0.564,0.693,anger,72,74,2,3,5,7,2,4,4,3,3,2,5,0,1/23/2023 0:55
295,296,S678042,student,K-12,Law,Quiz Generator,concept explanation,2,41,19,89,7,"For my class I relied on the Quiz Generator for concept explanation in Law at the K-12 level; it kept me engaged with key goals noticeably. — Feeling trust, I felt more motivated and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 82b13f)",positive,0.319,0.475,trust,62,70,8,1,2,10,3,4,5,4,4,3,3,0,5/8/2023 5:27
296,297,S862787,student,K-12,Physics,AI Writing Helper,proofreading,0,36,20,46,6,"I adopted the AI Writing Helper for proofreading in Physics at the K-12 level; it reduced my effort on key goals noticeably.Feeling anxiety, the advice felt generic and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is negative, significantly optimistic. (note fac0c0)",negative,-0.769,0.871,anxiety,64,70,6,1,2,3,3,2,3,2,2,4,3,0,4/5/2023 16:17
297,298,S627529,student,K-12,Mathematics,Concept Mapper,writing feedback,4,26,12,99,4,"For my class I relied on the Concept Mapper for writing feedback in Mathematics at the K-12 level; it made it easier to understand key goals .  Feeling optimism, I observed improved strategies and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 3843ee)",positive,0.262,0.566,optimism,50,52,2,4,3,8,5,4,4,5,4,3,3,0,3/22/2023 14:27
298,299,S211320,student,undergraduate,Physics,AI Writing Helper,exam revision,3,36,21,61,0,"I regularly use the AI Writing Helper for exam revision in Physics at the undergraduate level; it helped me grasp key goals significantly. Feeling joy, study sessions were more focused and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 172320)",positive,0.942,0.767,joy,54,62,8,2,3,7,4,4,4,5,2,4,4,0,3/1/2023 9:43
